,total,data,pde
0,0.6557584471702576,0.6526982231140137,0.0030602231984958052
1,0.62326993060112,0.6201660013198853,0.003103931370191276
2,0.5552626965045929,0.5479444885253906,0.007318207431584596
3,0.5072999193668365,0.4965774036645889,0.010722515024244785
4,0.4880557029247284,0.47619493877887725,0.01186076407134533
5,0.4753623507022858,0.46284896314144136,0.012513387691229581
6,0.46664703977108,0.4537212218046188,0.012925817016512155
7,0.4608667334318161,0.44788644194602967,0.01298029087111354
8,0.456631680727005,0.44391575825214385,0.012715922545641661
9,0.45240084671974184,0.440145268201828,0.012255579046905041
10,0.4481794714927673,0.4364294275045395,0.011750044222921132
11,0.44533616983890534,0.434089812040329,0.011246358059346677
12,0.44373684394359586,0.43283401226997376,0.010902831573039293
13,0.4428056854009628,0.43212133944034575,0.010684346720576287
14,0.44215466940402987,0.43161366212368013,0.010541006498038769
15,0.44162352979183195,0.431181014418602,0.010442514646798372
16,0.44118317365646365,0.43082032799720765,0.010362845670431853
17,0.44085668683052065,0.43056215727329256,0.010294529013335704
18,0.44060924637317656,0.4303755006790161,0.010233744584023952
19,0.4403970882892609,0.4302196619510651,0.010177426196634769
20,0.4402041169404983,0.43007979094982146,0.010124324791133404
21,0.44003342735767365,0.4299557987451553,0.01007762871310115
22,0.43988200497627256,0.42983997559547427,0.010042029116302729
23,0.43974010467529295,0.4297218531370163,0.010018251359462738
24,0.4395976228713989,0.4295941056013107,0.010003516986966133
25,0.4394467630386353,0.42945379638671877,0.009992967307567597
26,0.43928423500061037,0.42930225336551664,0.009981982756406068
27,0.4391133884191513,0.4291426901817322,0.009970698457211257
28,0.43894126200675965,0.4289770768880844,0.009964184518903494
29,0.43876967358589175,0.4288039574623108,0.009965715982019901
30,0.4385990345478058,0.4286238712072372,0.009975162766873836
31,0.43843156242370607,0.4284403487443924,0.009991213601082563
32,0.43825880813598633,0.4282485342025757,0.010010273415595293
33,0.4380689285993576,0.42803670835494995,0.010032220497727394
34,0.43786156034469603,0.4277985465526581,0.010063015259802341
35,0.4376506190299988,0.42754854702949524,0.010102071903645992
36,0.4374496999979019,0.4273096998929977,0.010140000585466623
37,0.4372619845867157,0.427088419675827,0.010173565369099379
38,0.4370823583602905,0.42687811887264254,0.010204239137470723
39,0.43691670370101926,0.4266812922954559,0.01023541199043393
40,0.4367794860601425,0.42650791788101194,0.010271568588912487
41,0.43667116844654086,0.42636005640029906,0.010311112765222789
42,0.43658331072330475,0.4262332845926285,0.010350026711821557
43,0.4365089530944824,0.4261232887506485,0.01038566442206502
44,0.4364435292482376,0.4260264964103699,0.010417033191770316
45,0.43638359439373015,0.4259394088983536,0.010444185387343168
46,0.43632659208774566,0.42585892748832704,0.010467664226889611
47,0.43627121138572694,0.4257831280231476,0.010488083772361278
48,0.43621746838092806,0.42571157789230346,0.010505890619009733
49,0.43616592609882354,0.42564457142353057,0.010521355047822
50,0.43611693441867827,0.42558223378658294,0.010534699823707342
51,0.4360702975988388,0.4255240366458893,0.010546261087059975
52,0.4360254858732224,0.4254689049720764,0.010556581534445286
53,0.43598191702365874,0.4254155935049057,0.010566323589533567
54,0.4359391369819641,0.42536307179927824,0.010576065819710493
55,0.4358967832326889,0.4253106160163879,0.010586167443543673
56,0.4358544887304306,0.4252577234506607,0.010596765495836736
57,0.4358118768930435,0.42520399451255797,0.010607882894575597
58,0.4357686588764191,0.42514912486076356,0.010619534946978091
59,0.4357247989177704,0.4250930285453796,0.010631770219653844
60,0.43568055045604703,0.4250359625816345,0.01064458792284131
61,0.43563646340370177,0.4249786479473114,0.010657815132290124
62,0.43559328687191007,0.424922261595726,0.010671024467796088
63,0.43555179023742674,0.4248682610988617,0.010683528505265712
64,0.4355125696659088,0.42481802380084993,0.010694545291364193
65,0.4354758886098862,0.4247724177837372,0.010703469321131706
66,0.43544154667854307,0.4247314347028732,0.01071011345088482
67,0.4354090608358383,0.424694256067276,0.010714804258197546
68,0.4353780517578125,0.42465975499153136,0.010718297351151705
69,0.43534863483905795,0.42462713837623595,0.01072149683535099
70,0.4353212677240372,0.42459618878364563,0.010725079115480185
71,0.4352963001728058,0.42456706047058107,0.01072924032434821
72,0.4352737667560577,0.4245399706363678,0.010733795795589685
73,0.43525340139865876,0.4245149509906769,0.010738451641052962
74,0.43523482215404513,0.4244918154478073,0.010743007216602565
